City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,reggane,26.7158,0.1714,35.379999999999995,8,0,3.34,DZ,1690255425
275,mchinji,-13.7984,32.8802,13.430000000000007,70,1,1.24,MW,1690255425
276,kuta,-8.7233,115.1723,27.970000000000027,78,40,9.39,ID,1690255425
277,floro,61.5996,5.0328,13.980000000000018,88,75,4.63,NO,1690255173
278,xiva,41.3783,60.3639,29.99000000000001,16,0,2.13,UZ,1690255425
279,ulan bator,47.9077,106.8832,18.07000000000005,59,75,2.55,MN,1690255144
280,iskateley,67.6803,53.1512,17.03000000000003,78,54,4.22,RU,1690255427
281,abra pampa,-22.7205,-65.697,5.689999999999998,11,0,2.29,AR,1690255427
282,ingeniero jacobacci,-41.3427,-69.5448,1.8000000000000114,88,96,7.24,AR,1690255427
283,jieshi,22.8134,115.8257,30.350000000000023,69,15,1.91,CN,1690255427
284,vineyard,38.4645,-121.3469,32.29000000000002,39,0,4.63,US,1690255428
285,mundybash,53.211,87.2983,22.939999999999998,53,20,1.93,RU,1690255428
286,promyshlennovskiy,55.4833,86.2,20.430000000000007,62,49,2.4,RU,1690255428
287,elesbao veloso,-6.2019,-42.1403,25.28000000000003,46,89,2.2,BR,1690255428
288,jining,35.405,116.5814,34.03000000000003,52,47,2.67,CN,1690255429
289,beloyarskiy,63.7119,66.6722,19.439999999999998,76,100,1.7,RU,1690255429
290,novyy urgal,51.0736,132.5642,20.400000000000034,93,100,0.79,RU,1690255429
291,myrina,39.8797,25.0742,22.58000000000004,73,0,0.0,GR,1690255237
292,trujillo,-8.116,-79.03,21.980000000000018,83,100,3.6,PE,1690255430
293,birao,10.2849,22.7882,22.58000000000004,95,84,2.45,CF,1690255430
294,butwal,27.7006,83.4484,25.180000000000007,96,100,1.37,NP,1690255430
295,inhambane,-23.865,35.3833,20.210000000000036,73,71,7.73,MZ,1690255430
296,ulaangom,49.9811,92.0667,22.120000000000005,32,51,1.28,MN,1690255430
297,cockburn town,21.4612,-71.1419,28.710000000000036,76,0,8.46,TC,1690255431
298,fale old settlement,-9.3852,-171.2468,28.760000000000048,73,7,8.63,TK,1690255431
299,nar'yan-mar,67.6713,53.087,17.100000000000023,78,46,4.26,RU,1690255431
300,caleta de carquin,-11.0925,-77.6267,20.060000000000002,81,19,5.01,PE,1690255431
301,remontnoye,46.5614,43.6501,20.730000000000018,78,2,1.93,RU,1690255431
302,necochea,-38.5473,-58.7368,3.590000000000032,83,10,3.83,AR,1690255432
303,flying fish cove,-10.4217,105.6791,25.82000000000005,83,100,5.14,CX,1690255432
304,geraldton,-28.7667,114.6,15.230000000000018,58,100,5.66,AU,1690255432
305,valparaiso,-33.0393,-71.6273,14.439999999999998,63,0,0.0,CL,1690255423
306,bodo,67.28,14.405,14.32000000000005,94,100,1.54,NO,1690255433
307,faya-largeau,17.9257,19.1043,30.58000000000004,21,79,1.4,TD,1690255433
308,colonia,50.9333,6.95,15.54000000000002,87,40,1.03,DE,1690255270
309,luanda,-8.8368,13.2343,21.0,83,75,1.54,AO,1690255433
310,rayevskiy,54.0658,54.9468,18.129999999999995,78,75,1.21,RU,1690255434
311,connellsville,40.0178,-79.5895,23.379999999999995,90,44,2.04,US,1690255434
312,mbeya,-8.9,33.45,11.020000000000039,90,47,2.42,TZ,1690255434
313,labrador city,52.9463,-66.9114,16.950000000000045,67,40,1.54,CA,1690255434
314,barra de santo antonio,-9.4047,-35.5072,21.600000000000023,81,46,3.08,BR,1690255435
315,beinamar,8.6698,15.3813,21.620000000000005,87,80,1.72,TD,1690255435
316,alappuzha,9.49,76.3264,26.670000000000016,80,83,3.94,IN,1690255435
317,sinabang,2.4803,96.3801,28.760000000000048,71,61,0.95,ID,1690255435
318,porto novo,6.4965,2.6036,24.900000000000034,88,95,2.85,BJ,1690255436
319,pontalina,-17.525,-49.4472,19.470000000000027,70,3,2.03,BR,1690255436
320,uyskoye,54.3775,60.0047,19.340000000000032,56,27,1.74,RU,1690255436
321,mezhdurechenskiy,59.6,65.9333,17.060000000000002,86,100,2.26,RU,1690255436
322,urangan,-25.3,152.9,20.30000000000001,63,5,9.27,AU,1690255355
323,malchin,53.7333,12.7833,14.210000000000036,97,38,5.19,DE,1690255437
324,fort myers shores,26.7092,-81.7459,30.55000000000001,78,0,2.06,US,1690255437
325,fada,9.5667,8.3,20.200000000000045,99,99,1.38,NG,1690255437
326,axim,4.8699,-2.2405,24.460000000000036,91,100,2.39,GH,1690255438
327,simmerath,50.6,6.3,12.050000000000011,97,100,1.54,DE,1690255438
328,vilyuysk,63.7553,121.6247,22.140000000000043,49,62,3.41,RU,1690255438
329,qingnian,36.8456,115.7117,33.960000000000036,48,1,2.73,CN,1690255438
330,redencao,-4.2258,-38.7306,22.510000000000048,94,1,0.37,BR,1690255300
331,dwarka,22.2394,68.9678,28.100000000000023,84,80,7.96,IN,1690255439
332,bamboo flat,11.7,92.7167,30.05000000000001,74,40,4.63,IN,1690255439
333,mahishadal,22.1833,87.9833,31.140000000000043,68,44,6.45,IN,1690255439
334,richards bay,-28.783,32.0377,13.800000000000011,77,54,1.74,ZA,1690255439
335,kill devil hills,36.0307,-75.676,25.55000000000001,91,0,0.0,US,1690255289
336,tralee,52.2704,-9.7026,10.460000000000036,90,19,0.89,IE,1690255165
337,odienne,9.51,-7.5692,22.07000000000005,96,100,1.37,CI,1690255440
338,trairi,-3.2778,-39.2689,25.24000000000001,82,7,4.52,BR,1690255229
339,howard springs,-12.497,131.047,23.230000000000018,20,93,5.39,AU,1690255440
340,idukki,9.85,76.9667,21.710000000000036,88,96,2.46,IN,1690255440
341,at taj,24.2049,23.2857,29.08000000000004,22,4,3.37,LY,1690255441
342,ust-nera,64.5667,143.2,19.189999999999998,71,99,0.65,RU,1690255441
343,tual,-5.6667,132.75,24.850000000000023,77,86,10.77,ID,1690255441
344,kindu,-2.95,25.95,24.640000000000043,47,89,0.75,CD,1690255441
345,okha,53.5739,142.9478,19.730000000000018,68,40,4.95,RU,1690255268
346,amga,60.8953,131.9608,29.439999999999998,43,37,2.28,RU,1690255442
347,petrolina de goias,-16.095,-49.3381,21.610000000000014,58,100,3.02,BR,1690255442
348,coahuayana de hidalgo,18.7,-103.6583,25.82000000000005,90,100,0.54,MX,1690255442
349,berezovyy,51.6667,135.7,17.410000000000025,98,100,1.16,RU,1690255443
350,dunedin,-45.8742,170.5036,9.330000000000041,71,87,3.13,NZ,1690255164
351,tazacorte,28.629,-17.9293,22.54000000000002,83,75,3.6,ES,1690255150
352,torghay,49.6339,63.4981,28.32000000000005,25,39,4.07,KZ,1690255222
353,berdigestyakh,62.0989,126.6992,29.090000000000032,42,46,1.75,RU,1690255444
354,vila franca do campo,37.7167,-25.4333,21.230000000000018,89,34,1.98,PT,1690255444
355,labytnangi,66.6572,66.4183,19.980000000000018,73,95,4.34,RU,1690255444
356,golyshmanovo,56.3979,68.3728,17.970000000000027,77,34,4.26,RU,1690255444
357,pangody,65.85,74.4859,22.860000000000014,60,95,3.9,RU,1690255444
358,kone,-21.0595,164.8658,23.379999999999995,48,100,6.44,NC,1690255445
359,mount gambier,-37.8333,140.7667,14.600000000000023,58,51,2.03,AU,1690255445
360,waddan,29.1614,16.139,29.99000000000001,25,0,1.35,LY,1690255445
361,khemisset,33.6667,-6.25,19.420000000000016,82,4,1.26,MA,1690255445
362,bel ombre,-4.6167,55.4167,24.910000000000025,83,40,5.14,SC,1690255446
363,newman,37.3138,-121.0208,31.27000000000004,26,70,0.89,US,1690255446
364,chinu,9.1057,-75.3981,25.5,91,84,4.1,CO,1690255446
365,songea,-10.6833,35.65,12.450000000000045,79,71,0.3,TZ,1690255446
366,puerto colombia,10.9878,-74.9547,28.05000000000001,84,66,11.74,CO,1690255447
367,prado,-17.3411,-39.2208,19.850000000000023,93,32,1.88,BR,1690255447
368,shakawe,-18.3667,21.85,12.29000000000002,36,2,1.52,BW,1690255447
369,fish hawk,27.8506,-82.2109,27.879999999999995,86,0,0.45,US,1690255447
370,holualoa,19.6228,-155.9522,26.910000000000025,85,75,2.57,US,1690255321
371,charata,-27.2144,-61.188,11.640000000000043,84,100,3.96,AR,1690255448
372,okahandja,-21.9833,16.9167,13.82000000000005,35,33,4.1,NA,1690255448
373,cestos city,5.46,-9.5828,24.760000000000048,88,100,3.53,LR,1690255223
374,sarauli,28.5,79.1,30.920000000000016,68,54,3.09,IN,1690255448
375,ende,-8.8432,121.6623,24.110000000000014,84,96,4.02,ID,1690255449
376,sao jose da coroa grande,-8.8978,-35.1478,23.340000000000032,82,53,3.67,BR,1690255449
377,peace river,56.2501,-117.286,17.170000000000016,88,100,5.66,CA,1690255227
378,mount isa,-20.7333,139.5,20.870000000000005,40,75,6.69,AU,1690255449
379,muli,2.9167,73.5667,28.189999999999998,77,99,3.13,MV,1690255450
380,klaksvik,62.2266,-6.589,7.510000000000048,84,100,5.5,FO,1690255450
381,khandyga,62.6667,135.6,28.090000000000032,50,27,3.59,RU,1690255450
382,kidal,18.4411,1.4078,33.83000000000004,38,100,4.59,ML,1690255450
383,ust-tsilma,65.441,52.1498,16.04000000000002,85,41,2.03,RU,1690255451
384,horta,38.5333,-28.6333,21.680000000000007,86,25,4.02,PT,1690255451
385,port saint john's,-31.6229,29.5448,12.210000000000036,71,0,2.59,ZA,1690255451
386,fort mcmurray,56.7268,-111.381,25.77000000000004,53,0,3.6,CA,1690255246
387,youkounkoun,12.5333,-13.1333,23.170000000000016,98,94,1.91,GN,1690255452
388,chernyshevskiy,63.0128,112.4714,26.52000000000004,50,10,2.75,RU,1690255452
389,kenai,60.5544,-151.2583,16.05000000000001,84,0,8.23,US,1690255453
390,howrah,22.5892,88.3103,30.0,84,40,3.6,IN,1690255453
391,miracema do tocantins,-9.5618,-48.3967,23.180000000000007,40,0,0.87,BR,1690255453
392,hachinohe,40.5,141.5,31.33000000000004,54,6,2.52,JP,1690255454
393,guanare,9.0418,-69.7421,22.900000000000034,96,9,1.03,VE,1690255454
394,yuzhno-kurilsk,44.0306,145.8556,23.03000000000003,80,62,0.8,RU,1690255454
395,dagumba-an,8.1531,124.5908,28.79000000000002,59,34,4.27,PH,1690255454
396,birjand,32.8663,59.2211,26.260000000000048,14,0,2.06,IR,1690255455
397,callao,-12.0667,-77.15,21.160000000000025,73,40,5.66,PE,1690255455
398,alice springs,-23.7,133.8833,16.75,39,0,7.72,AU,1690255179
399,ta`u,-14.2336,-169.5144,25.710000000000036,71,22,6.17,AS,1690255455
400,mokhsogollokh,61.4681,128.9203,30.75,37,6,2.22,RU,1690255456
401,kuala lipis,4.1842,102.0468,29.55000000000001,63,100,0.11,MY,1690255456
402,iwanai,42.9744,140.5089,26.720000000000027,85,53,4.55,JP,1690255456
403,northam,51.0333,-4.2167,14.100000000000023,86,99,3.77,GB,1690255456
404,santona,43.4439,-3.4576,18.850000000000023,74,77,7.31,ES,1690255457
405,nanao,37.05,136.9667,37.379999999999995,55,1,3.16,JP,1690255457
406,lumut,4.2323,100.6298,32.01000000000005,66,20,1.54,MY,1690255457
407,dalmatovo,56.26,62.9362,19.060000000000002,67,43,3.19,RU,1690255457
408,ocean shores,46.9737,-124.1563,16.640000000000043,97,90,0.89,US,1690255458
409,kingscliff,-28.2667,153.5667,20.890000000000043,49,75,6.69,AU,1690255458
410,karatau,43.1667,70.4667,31.02000000000004,15,0,3.2,KZ,1690255458
411,puerto madryn,-42.7692,-65.0385,9.080000000000041,65,98,12.12,AR,1690255389
412,scottburgh,-30.2867,30.7532,12.0,71,1,2.42,ZA,1690255458
413,ambovombe,-25.1667,46.0833,14.890000000000043,90,1,3.41,MG,1690255459
414,san juan de miraflores,-12.1629,-76.9635,20.29000000000002,81,78,3.93,PE,1690255459
415,ponta delgada,37.7333,-25.6667,21.400000000000034,78,40,1.54,PT,1690255459
416,coronel dorrego,-38.7187,-61.2873,4.210000000000036,76,17,5.12,AR,1690255459
417,pottmes,48.5833,11.1,17.410000000000025,95,75,0.45,DE,1690255460
418,ust'-kalmanka,52.1207,83.305,25.150000000000034,46,21,6.01,RU,1690255460
419,sedrata,36.1287,7.5338,28.860000000000014,12,2,4.66,DZ,1690255460
420,piracanjuba,-17.3028,-49.0167,20.870000000000005,65,67,4.7,BR,1690255460
421,amos,48.5669,-78.1162,13.240000000000009,95,41,1.31,CA,1690255461
422,qeshm,26.9581,56.2719,32.93000000000001,81,100,5.35,IR,1690255461
423,pedernales,18.0384,-71.744,28.170000000000016,68,96,2.65,DO,1690255461
424,freetown,8.484,-13.2299,25.840000000000032,83,75,2.06,SL,1690255462
425,igarka,67.4667,86.5833,21.02000000000004,60,3,2.79,RU,1690255462
426,beira,-19.8436,34.8389,17.05000000000001,100,100,2.35,MZ,1690255462
427,laguna,38.421,-121.4238,32.400000000000034,39,0,4.63,US,1690255462
428,kavieng,-2.5744,150.7967,26.970000000000027,80,91,1.14,PG,1690255463
429,fortuna,40.5982,-124.1573,19.400000000000034,84,0,4.12,US,1690255309
430,makaha,21.4694,-158.2175,29.950000000000045,65,2,6.39,US,1690255312
431,lubango,-14.9172,13.4925,14.140000000000043,33,23,1.21,AO,1690255463
432,brookings,44.3114,-96.7984,24.0,77,0,3.09,US,1690255315
433,guelendeng,10.9176,15.5501,24.52000000000004,73,52,2.38,TD,1690255464
434,fushun,41.8558,123.9233,28.840000000000032,72,76,5.08,CN,1690255464
435,terenos,-20.4422,-54.8603,21.840000000000032,56,0,1.54,BR,1690255464
436,fisterra,42.9049,-9.2629,14.300000000000011,74,13,5.04,ES,1690255464
437,dauphin,51.1494,-100.0502,21.08000000000004,83,40,4.12,CA,1690255465
438,pitimbu,-7.4706,-34.8086,23.33000000000004,82,14,5.12,BR,1690255465
439,al hayy,32.1735,46.0433,34.75,12,0,3.2,IQ,1690255465
440,mineiros,-17.5694,-52.5511,17.980000000000018,45,1,1.45,BR,1690255204
441,paradip garh,20.3167,86.6167,30.210000000000036,76,24,9.05,IN,1690255465
442,quincy,42.2529,-71.0023,23.52000000000004,84,0,2.24,US,1690255466
443,erenhot,43.6475,111.9767,30.120000000000005,19,99,3.57,CN,1690255466
444,hasaki,35.7333,140.8333,37.94,75,99,5.06,JP,1690255466
445,rijau,11.103,5.2507,22.30000000000001,96,73,1.91,NG,1690255467
446,thinadhoo,0.5333,72.9333,28.310000000000002,78,98,5.51,MV,1690255467
447,djambala,-2.5447,14.7533,19.140000000000043,85,10,1.41,CG,1690255467
448,carnarvon,-24.8667,113.6333,20.840000000000032,52,84,11.22,AU,1690255444
449,fort-shevchenko,44.5086,50.263,24.49000000000001,75,100,10.17,KZ,1690255467
450,ulcinj,41.9294,19.2244,25.55000000000001,53,0,3.47,ME,1690255468
451,ivins,37.1686,-113.6794,33.97000000000003,28,35,4.02,US,1690255468
452,luchingu,-10.9,39.3333,14.930000000000007,97,41,0.58,TZ,1690255468
453,eureka,40.8021,-124.1637,22.04000000000002,81,27,1.34,US,1690255435
454,al bawiti,28.3492,28.8659,26.090000000000032,48,0,4.57,EG,1690255178
455,trebisacce,39.8708,16.5312,29.83000000000004,24,0,2.75,IT,1690255218
456,impfondo,1.6381,18.0667,21.689999999999998,97,60,1.23,CG,1690255469
457,praia da vitoria,38.7333,-27.0667,21.53000000000003,94,40,4.5,PT,1690255469
458,sibolga,1.7427,98.7792,29.060000000000002,63,93,1.11,ID,1690255469
459,kibondo,-3.5864,30.7203,15.730000000000018,58,12,1.21,TZ,1690255470
460,mossel bay,-34.1831,22.146,4.960000000000036,58,0,1.49,ZA,1690255470
461,saldanha,-33.0117,17.9442,3.0300000000000296,77,0,4.33,ZA,1690255470
462,aykhal,66.0,111.5,16.200000000000045,71,98,3.29,RU,1690255470
463,xinmin,41.9908,122.8253,28.480000000000018,72,91,5.38,CN,1690255471
464,ventspils,57.3894,21.5606,15.960000000000036,100,75,3.6,LV,1690255471
465,tolanaro,-25.0319,46.9987,18.04000000000002,88,20,5.14,MG,1690255471
466,taos,36.4072,-105.5731,23.220000000000027,35,0,4.63,US,1690255472
467,sorokino,53.75,84.9167,23.28000000000003,51,7,5.0,RU,1690255472
468,am timan,11.0297,20.2827,22.840000000000032,90,91,0.96,TD,1690255472
469,belzyce,51.1741,22.2803,18.939999999999998,97,70,3.95,PL,1690255472
470,al jawf,29.5,38.75,26.27000000000004,31,0,3.34,SA,1690255473
471,vinton,37.281,-79.897,23.730000000000018,89,10,1.13,US,1690255473
472,takoradi,4.8845,-1.7554,24.410000000000025,92,100,2.63,GH,1690255473
473,kimbe,-5.5502,150.1429,29.600000000000023,60,78,5.95,PG,1690255474
474,macau,22.2006,113.5461,34.920000000000016,74,20,2.06,MO,1690255474
475,bayanhongor,46.7167,100.1167,18.05000000000001,45,79,1.47,MN,1690255474
476,ruayer,43.0537,-5.5502,12.160000000000025,93,92,2.09,ES,1690255475
477,cutral-co,-38.9469,-69.2089,6.060000000000002,10,74,0.89,AR,1690255475
478,trebon,49.0036,14.7707,18.910000000000025,75,100,1.74,CZ,1690255475
479,queenstown,-31.8976,26.8753,2.480000000000018,59,13,1.07,ZA,1690255475
480,severo-yeniseyskiy,60.3725,93.0408,23.32000000000005,54,11,1.43,RU,1690255476
481,princeville,45.7668,-61.2985,22.100000000000023,91,40,1.03,CA,1690255476
482,salalah,17.0151,54.0924,25.05000000000001,100,100,7.2,OM,1690255476
483,chibougamau,49.9168,-74.3659,16.79000000000002,94,100,1.72,CA,1690255476
484,statesboro,32.4488,-81.7832,25.82000000000005,88,0,0.0,US,1690255477
485,tomatlan,19.9333,-105.25,25.24000000000001,93,100,1.21,MX,1690255477
486,siloam springs,36.1881,-94.5405,28.210000000000036,75,0,3.09,US,1690255477
487,castillos,-34.1667,-53.8333,9.830000000000041,93,100,4.54,UY,1690255478
488,sur,22.5667,59.5289,26.29000000000002,88,100,2.97,OM,1690255478
489,sungai penuh,-2.0833,101.3833,24.970000000000027,55,43,1.57,ID,1690255478
490,santa rosa,14.3122,121.1114,31.170000000000016,81,100,9.47,PH,1690255447
491,garbahaarrey,3.3289,42.2209,22.590000000000032,73,34,8.56,SO,1690255478
492,xiuyan,40.2928,123.2744,24.870000000000005,94,100,2.39,CN,1690255479
493,saskatoon,52.1168,-106.6345,26.99000000000001,61,20,4.63,CA,1690255197
494,vorkuta,67.5,64.0,19.439999999999998,66,80,2.54,RU,1690255479
495,madera,37.1666,-119.8343,34.05000000000001,21,11,3.14,US,1690255329
496,serdobsk,52.4586,44.2169,15.480000000000018,83,66,2.58,RU,1690255480
497,tumaco,1.7986,-78.8156,25.640000000000043,90,100,4.31,CO,1690255480
498,barakani,-12.1356,44.4317,24.04000000000002,75,55,5.02,KM,1690255480
499,yreka,41.7354,-122.6345,28.100000000000023,32,0,6.17,US,1690255480
500,kukuna,9.4,-12.6667,22.840000000000032,98,100,0.82,SL,1690255481
501,kruisfontein,-34.0033,24.7314,6.180000000000007,73,0,2.09,ZA,1690255481
502,la rinconada,37.4873,-5.9826,22.760000000000048,52,0,1.03,ES,1690255481
503,pyapon,16.2833,95.6833,24.360000000000014,96,100,1.32,MM,1690255481
504,mansoa,12.0733,-15.3189,25.110000000000014,95,100,1.82,GW,1690255481
505,naha,26.2125,127.6811,32.950000000000045,66,75,10.29,JP,1690255482
506,kantharalak,14.6406,104.6499,29.420000000000016,78,89,2.58,TH,1690255482
507,sao vicente,-23.9631,-46.3919,24.04000000000002,26,7,1.65,BR,1690255418
508,nyakabindi,-2.6333,33.9833,19.74000000000001,55,41,2.49,TZ,1690255483
509,merizo village,13.2658,144.6691,29.99000000000001,86,100,4.53,GU,1690255483
510,rasulnagar,32.3285,73.7814,32.28000000000003,63,55,4.06,PK,1690255483
511,mili,6.0815,171.735,27.900000000000034,81,90,4.71,MH,1690255483
512,al ghayzah,16.2079,52.176,25.25,90,100,5.66,YE,1690255484
513,isiro,2.7739,27.616,19.140000000000043,99,95,0.68,CD,1690255484
514,koutiala,12.3917,-5.4642,24.840000000000032,80,100,1.87,ML,1690255484
515,mount pearl,47.5166,-52.7813,20.25,87,40,8.75,CA,1690255484
516,hendek,40.7994,30.7481,16.900000000000034,57,0,1.5,TR,1690255485
517,sawakin,19.1059,37.3321,32.49000000000001,44,97,2.32,SD,1690255485
518,feijo,-8.1642,-70.3536,24.360000000000014,60,6,0.76,BR,1690255485
519,lichinga,-13.3128,35.2406,14.050000000000011,77,0,3.09,MZ,1690255485
520,swakopmund,-22.6833,14.5333,11.660000000000025,88,16,0.45,NA,1690255485
521,murmashi,68.8154,32.8115,9.230000000000018,100,100,3.13,RU,1690255486
522,chanika,-5.4167,38.0167,18.760000000000048,83,100,2.57,TZ,1690255486
523,port macquarie,-31.4333,152.9167,18.83000000000004,55,8,4.72,AU,1690255293
524,ad dabbah,18.05,30.95,30.54000000000002,14,100,2.49,SD,1690255486
525,jiuquan,39.7432,98.5174,30.79000000000002,13,6,5.63,CN,1690255486
526,korla,41.7597,86.1469,32.02000000000004,20,52,3.59,CN,1690255487
527,abepura,-2.6333,140.5833,30.450000000000045,58,20,1.03,ID,1690255487
528,kuzovatovo,53.5468,47.6866,17.110000000000014,72,10,1.66,RU,1690255487
529,puntarenas,9.9763,-84.8384,26.74000000000001,76,100,2.21,CR,1690255487
530,malpica,43.3228,-8.8105,17.410000000000025,94,52,2.6,ES,1690255488
531,gabu,12.2833,-14.2167,23.370000000000005,97,97,1.82,GW,1690255488
532,adler,43.43,39.92,21.090000000000032,82,0,3.13,RU,1690255488
533,iaciara,-14.0958,-46.6317,21.54000000000002,55,53,2.53,BR,1690255488
534,kavaratti,10.5669,72.642,28.29000000000002,77,99,7.77,IN,1690255458
535,talara,-4.5772,-81.2719,21.720000000000027,86,10,8.03,PE,1690255489
536,carbonear,47.7332,-53.2148,20.970000000000027,94,82,4.74,CA,1690255489
537,tsimlyansk,47.6461,42.1019,21.260000000000048,68,18,2.58,RU,1690255489
538,san carlos,9.6612,-68.5827,22.77000000000004,95,4,1.13,VE,1690255489
539,cozumel,20.5083,-86.9458,29.04000000000002,89,20,2.06,MX,1690255442
540,santa elena de uairen,4.6167,-61.1333,20.25,89,86,0.94,VE,1690255490
541,mitu,1.1983,-70.1733,21.55000000000001,96,59,0.41,CO,1690255490
542,shenjiamen,29.9576,122.298,27.370000000000005,85,40,5.63,CN,1690255490
543,mawlamyinegyunn,16.3833,95.2667,25.33000000000004,91,100,2.32,MM,1690255490
544,mil'kovo,55.6078,37.7956,15.330000000000041,94,28,1.13,RU,1690255491
545,kuanda,56.3161,116.0806,26.32000000000005,47,10,0.46,RU,1690255491
546,sinop,41.7711,34.8709,14.980000000000018,71,0,1.95,TR,1690255491
547,hanceville,34.0607,-86.7675,25.670000000000016,65,3,1.33,US,1690255491
548,juneau,58.3019,-134.4197,19.0,100,75,3.09,US,1690255491
549,meadow lake,34.8014,-106.5436,31.920000000000016,30,21,3.11,US,1690255492
550,wakkanai,45.4094,141.6739,25.99000000000001,83,75,5.66,JP,1690255492
551,zalingei,12.9096,23.4741,23.590000000000032,76,93,2.13,SD,1690255492
